Frame,Person1_head,Person1_neck,Person1_left_ear,Person1_right_ear,Person1_left_shoulder,Person1_left_elbow,Person1_left_hand,Person1_right_shoulder,Person1_right_elbow,Person1_right_hand,Person2_head,Person2_neck,Person2_left_ear,Person2_right_ear,Person2_left_shoulder,Person2_left_elbow,Person2_left_hand,Person2_right_shoulder,Person2_right_elbow,Person2_right_hand,Person3_head,Person3_neck,Person3_left_ear,Person3_right_ear,Person3_left_shoulder,Person3_left_elbow,Person3_left_hand,Person3_right_shoulder,Person3_right_elbow,Person3_right_hand,Person4_head,Person4_neck,Person4_left_ear,Person4_right_ear,Person4_left_shoulder,Person4_left_elbow,Person4_left_hand,Person4_right_shoulder,Person4_right_elbow,Person4_right_hand
20,"(211.98,293.86,1.00)","(212.25,365.20,1.00)","(176.51,314.83,0.99)","(255.43,319.57,1.00)","(152.90,375.90,0.95)","(0.00,0.00,0.07)","(0.00,0.00,0.00)","(290.64,380.34,1.00)","(349.23,365.01,1.00)","(354.00,283.43,0.99)","(565.80,215.41,1.00)","(574.15,296.57,1.00)","(524.86,248.37,1.00)","(609.54,238.54,1.00)","(489.51,306.85,1.00)","(427.98,320.48,0.99)","(440.06,253.34,0.94)","(636.63,305.86,1.00)","(696.67,327.49,1.00)","(684.22,233.68,1.00)","(908.13,321.95,1.00)","(889.35,373.51,1.00)","(870.88,320.47,1.00)","(937.27,340.84,1.00)","(834.52,377.41,0.99)","(808.42,301.83,0.99)","(854.75,290.16,0.50)","(961.07,389.92,0.99)","(993.83,344.57,1.00)","(981.14,276.64,1.00)","(1223.94,311.11,1.00)","(1218.76,366.60,1.00)","(1184.18,332.83,1.00)","(1248.05,323.39,1.00)","(1149.70,362.91,1.00)","(1106.38,336.33,1.00)","(1151.53,298.84,0.91)","(1255.74,350.16,0.99)","(1253.31,312.61,0.98)","(1241.83,257.79,1.00)"
21,"(211.76,293.73,1.00)","(212.17,365.01,1.00)","(176.41,314.68,0.99)","(255.19,319.12,1.00)","(152.78,375.77,0.95)","(0.00,0.00,0.07)","(0.00,0.00,0.00)","(290.45,380.43,1.00)","(349.21,364.90,1.00)","(354.03,283.45,0.99)","(565.75,215.54,1.00)","(574.04,296.47,1.00)","(524.96,248.47,1.00)","(609.39,238.42,1.00)","(489.05,306.96,1.00)","(427.78,320.38,0.99)","(439.78,253.12,0.94)","(636.51,305.92,1.00)","(696.87,327.47,1.00)","(684.28,233.75,1.00)","(908.03,321.72,1.00)","(888.64,373.31,1.00)","(870.94,319.90,1.00)","(936.90,341.10,1.00)","(834.08,377.39,0.99)","(808.44,301.65,0.99)","(0.00,0.00,0.49)","(960.83,390.39,0.99)","(993.68,344.61,1.00)","(981.43,276.43,1.00)","(1223.91,311.46,1.00)","(1218.77,366.61,1.00)","(1184.10,332.97,1.00)","(1247.98,323.38,1.00)","(1149.65,363.38,1.00)","(1106.42,336.51,1.00)","(1151.80,298.99,0.92)","(1255.84,350.29,0.99)","(1253.30,312.46,0.98)","(1241.71,257.65,1.00)"
22,"(211.47,291.85,1.00)","(211.73,364.33,1.00)","(177.06,313.46,0.99)","(252.77,316.68,1.00)","(153.38,374.83,0.95)","(0.00,0.00,0.12)","(0.00,0.00,0.00)","(288.21,380.25,1.00)","(349.26,366.05,1.00)","(353.42,283.35,0.99)","(565.35,215.03,1.00)","(575.24,297.12,1.00)","(525.15,249.48,1.00)","(609.45,237.79,1.00)","(490.74,305.79,1.00)","(428.56,319.97,0.99)","(439.54,253.00,0.94)","(636.55,305.30,1.00)","(697.09,327.74,1.00)","(684.68,234.65,1.00)","(902.81,320.38,1.00)","(886.85,372.23,1.00)","(866.01,319.93,1.00)","(932.41,337.22,1.00)","(831.42,378.56,0.99)","(805.80,303.35,0.99)","(849.39,290.69,0.82)","(958.24,390.68,0.99)","(993.78,346.40,1.00)","(980.86,276.31,1.00)","(1223.94,310.89,1.00)","(1218.50,366.54,1.00)","(1184.05,332.62,1.00)","(1247.98,323.20,1.00)","(1149.77,362.52,1.00)","(1106.82,336.09,1.00)","(1151.50,298.74,0.91)","(1255.69,350.07,0.99)","(1253.38,312.61,0.98)","(1241.85,257.74,1.00)"
23,"(211.59,291.75,1.00)","(211.93,364.23,1.00)","(177.13,313.37,0.99)","(253.00,316.60,1.00)","(153.54,374.88,0.95)","(0.00,0.00,0.11)","(0.00,0.00,0.00)","(288.53,379.99,1.00)","(349.24,365.94,1.00)","(353.43,283.48,0.99)","(565.32,214.87,1.00)","(575.53,297.06,1.00)","(525.26,249.71,1.00)","(609.24,237.35,1.00)","(491.16,305.56,1.00)","(428.69,319.84,0.99)","(440.05,253.29,0.94)","(636.33,305.04,1.00)","(697.00,327.90,1.00)","(684.73,234.88,1.00)","(902.93,319.82,1.00)","(886.43,371.98,1.00)","(866.22,319.08,1.00)","(932.46,337.46,1.00)","(831.37,378.34,0.99)","(805.85,302.91,0.99)","(849.83,290.24,0.81)","(958.13,391.05,0.99)","(993.82,346.45,1.00)","(980.97,276.43,1.00)","(1223.95,310.85,1.00)","(1218.66,366.47,1.00)","(1184.06,332.60,1.00)","(1248.01,323.16,1.00)","(1149.94,362.52,1.00)","(1106.93,336.32,1.00)","(1151.48,299.09,0.91)","(1255.71,350.01,0.99)","(1253.37,312.50,0.98)","(1241.78,257.76,1.00)"
24,"(211.54,291.68,1.00)","(211.88,364.31,1.00)","(177.00,313.42,0.99)","(253.04,316.75,1.00)","(153.52,374.59,0.95)","(0.00,0.00,0.11)","(0.00,0.00,0.00)","(288.43,380.07,1.00)","(349.19,366.12,1.00)","(353.50,283.42,0.99)","(565.20,214.75,1.00)","(575.66,297.12,1.00)","(524.93,249.34,1.00)","(609.33,237.20,1.00)","(491.57,305.46,1.00)","(428.65,319.93,0.99)","(440.14,253.34,0.93)","(636.79,305.05,1.00)","(697.12,327.91,1.00)","(684.49,234.60,1.00)","(902.85,320.09,1.00)","(887.05,372.10,1.00)","(866.10,319.80,1.00)","(932.49,337.07,1.00)","(831.68,378.51,0.99)","(805.90,303.36,0.99)","(849.46,290.63,0.82)","(958.25,390.64,0.99)","(993.83,346.48,1.00)","(980.74,276.40,1.00)","(1223.97,310.58,1.00)","(1218.48,366.58,1.00)","(1184.06,332.47,1.00)","(1248.10,323.31,1.00)","(1149.93,362.24,1.00)","(1106.93,336.17,1.00)","(1151.39,298.71,0.91)","(1255.62,350.08,0.99)","(1253.36,312.68,0.98)","(1241.88,257.88,1.00)"
25,"(212.13,288.31,1.00)","(211.41,360.91,1.00)","(177.11,311.93,0.99)","(254.17,315.22,1.00)","(153.27,371.61,0.96)","(0.00,0.00,0.05)","(0.00,0.00,0.00)","(288.77,379.95,1.00)","(350.22,364.31,1.00)","(356.32,283.15,0.99)","(565.30,214.36,1.00)","(575.65,296.81,1.00)","(525.06,249.22,1.00)","(609.11,236.95,1.00)","(491.36,305.29,1.00)","(428.60,319.74,0.99)","(440.14,252.81,0.93)","(636.47,304.85,1.00)","(696.93,327.81,1.00)","(684.18,234.11,1.00)","(898.50,318.02,1.00)","(881.11,369.96,1.00)","(863.12,317.85,1.00)","(927.38,339.06,1.00)","(828.80,376.55,1.00)","(801.65,301.54,0.99)","(848.28,289.92,0.90)","(955.09,388.52,0.99)","(992.28,346.53,1.00)","(982.84,274.60,1.00)","(1223.94,311.09,1.00)","(1218.71,366.58,1.00)","(1184.09,332.78,1.00)","(1248.07,323.30,1.00)","(1149.77,362.81,1.00)","(1106.75,336.39,1.00)","(1151.49,299.11,0.91)","(1255.73,350.00,0.99)","(1253.36,312.54,0.98)","(1241.73,257.73,1.00)"
26,"(212.22,288.47,1.00)","(211.25,360.99,1.00)","(177.18,311.88,0.99)","(254.20,315.40,1.00)","(153.15,371.86,0.96)","(0.00,0.00,0.06)","(0.00,0.00,0.00)","(288.73,380.03,1.00)","(350.32,364.24,1.00)","(356.17,283.09,0.99)","(565.38,214.40,1.00)","(575.57,296.82,1.00)","(525.07,249.16,1.00)","(609.27,237.24,1.00)","(491.34,305.40,1.00)","(428.71,319.81,0.99)","(440.22,252.94,0.93)","(636.61,305.02,1.00)","(696.78,327.80,1.00)","(684.33,234.26,1.00)","(898.44,317.87,1.00)","(880.87,369.89,1.00)","(863.10,317.77,1.00)","(927.30,339.18,1.00)","(828.76,376.44,1.00)","(801.76,301.58,0.99)","(848.38,289.88,0.89)","(954.99,388.45,0.99)","(992.14,346.36,1.00)","(982.80,274.59,1.00)","(1223.95,311.07,1.00)","(1218.56,366.67,1.00)","(1184.14,332.81,1.00)","(1248.09,323.37,1.00)","(1149.73,362.62,1.00)","(1106.66,336.09,1.00)","(1151.55,298.71,0.91)","(1255.70,350.06,0.99)","(1253.38,312.71,0.98)","(1241.80,257.76,1.00)"
27,"(212.10,288.37,1.00)","(211.42,360.95,1.00)","(177.11,312.02,0.99)","(254.18,315.28,1.00)","(153.32,371.57,0.96)","(0.00,0.00,0.05)","(0.00,0.00,0.00)","(288.75,379.97,1.00)","(350.21,364.31,1.00)","(356.34,283.15,0.99)","(565.23,214.32,1.00)","(575.53,296.68,1.00)","(525.00,249.09,1.00)","(609.08,236.92,1.00)","(491.14,305.38,1.00)","(428.56,319.77,0.99)","(440.12,252.87,0.93)","(636.50,304.85,1.00)","(696.95,327.80,1.00)","(684.22,234.21,1.00)","(898.51,318.09,1.00)","(881.10,369.94,1.00)","(863.15,317.88,1.00)","(927.36,339.03,1.00)","(828.75,376.49,1.00)","(801.65,301.55,1.00)","(848.28,289.99,0.90)","(955.11,388.49,0.99)","(992.23,346.38,1.00)","(982.85,274.55,1.00)","(1223.93,311.11,1.00)","(1218.72,366.57,1.00)","(1184.09,332.73,1.00)","(1248.06,323.29,1.00)","(1149.70,362.83,1.00)","(1106.70,336.24,1.00)","(1151.44,299.09,0.91)","(1255.70,350.10,0.99)","(1253.33,312.55,0.98)","(1241.75,257.78,1.00)"
28,"(212.55,285.45,1.00)","(210.30,358.11,1.00)","(176.85,306.67,0.99)","(254.91,314.77,1.00)","(153.03,367.56,0.96)","(0.00,0.00,0.04)","(0.00,0.00,0.00)","(289.42,379.45,1.00)","(350.85,363.51,1.00)","(356.87,282.99,0.98)","(565.29,216.09,1.00)","(575.53,296.80,1.00)","(524.87,250.19,1.00)","(609.62,236.73,1.00)","(489.23,306.16,1.00)","(428.28,320.11,0.99)","(437.91,252.07,0.94)","(637.18,305.64,1.00)","(697.46,327.49,1.00)","(683.19,232.53,1.00)","(893.12,314.80,1.00)","(878.44,368.59,1.00)","(857.52,316.68,1.00)","(923.63,335.04,1.00)","(825.61,379.00,1.00)","(798.31,300.94,1.00)","(844.73,288.84,0.92)","(956.08,386.48,0.99)","(992.85,345.27,1.00)","(982.81,273.47,1.00)","(1224.26,311.90,1.00)","(1218.89,365.83,1.00)","(1184.25,332.10,1.00)","(1247.97,323.27,1.00)","(1148.92,362.98,1.00)","(1106.10,335.36,1.00)","(1151.67,299.07,0.91)","(1255.87,350.21,0.99)","(1253.20,312.67,0.98)","(1242.16,257.76,1.00)"
29,"(212.57,285.67,1.00)","(210.18,357.96,1.00)","(177.09,306.58,0.99)","(254.60,314.71,1.00)","(153.21,366.79,0.96)","(0.00,0.00,0.04)","(0.00,0.00,0.00)","(288.67,379.58,1.00)","(350.36,363.54,1.00)","(356.98,283.21,0.99)","(565.54,215.64,1.00)","(575.59,297.09,1.00)","(525.04,250.17,1.00)","(609.76,237.27,1.00)","(489.83,305.77,1.00)","(428.45,320.02,0.99)","(437.87,252.08,0.94)","(636.87,305.40,1.00)","(697.22,327.39,1.00)","(683.17,232.52,1.00)","(893.01,314.46,1.00)","(877.81,368.67,1.00)","(857.57,316.17,1.00)","(923.41,335.52,1.00)","(825.41,378.52,1.00)","(798.44,300.79,1.00)","(844.82,288.22,0.91)","(955.22,386.71,0.99)","(992.65,345.72,1.00)","(982.96,273.42,1.00)","(1224.23,311.63,1.00)","(1218.89,365.71,1.00)","(1184.22,331.95,1.00)","(1247.91,323.04,1.00)","(1149.32,362.73,1.00)","(1106.42,335.57,1.00)","(1151.43,299.17,0.91)","(1255.85,349.79,0.99)","(1253.20,312.42,0.98)","(1241.98,257.69,1.00)"
30,"(212.62,285.58,1.00)","(210.33,358.04,1.00)","(177.04,306.72,0.99)","(254.91,314.71,1.00)","(153.06,367.57,0.96)","(0.00,0.00,0.04)","(0.00,0.00,0.00)","(289.28,379.37,1.00)","(350.86,363.44,1.00)","(356.92,283.05,0.98)","(565.46,215.71,1.00)","(575.33,296.91,1.00)","(524.86,250.04,1.00)","(609.74,237.34,1.00)","(489.42,306.11,1.00)","(428.37,319.97,0.99)","(438.15,252.06,0.94)","(637.05,305.68,1.00)","(697.32,327.39,1.00)","(683.07,232.50,1.00)","(893.11,314.84,1.00)","(878.06,368.60,1.00)","(857.68,316.25,1.00)","(923.58,335.32,1.00)","(825.34,378.80,1.00)","(798.25,300.70,1.00)","(844.73,288.48,0.92)","(955.72,386.63,0.99)","(992.68,345.56,1.00)","(983.01,273.39,1.00)","(1224.24,311.80,1.00)","(1218.73,365.84,1.00)","(1184.19,332.09,1.00)","(1247.91,323.14,1.00)","(1148.99,362.93,1.00)","(1106.23,335.39,1.00)","(1151.50,299.03,0.91)","(1255.81,350.12,0.99)","(1253.12,312.58,0.98)","(1242.12,257.71,1.00)"
31,"(213.17,283.45,1.00)","(208.81,355.30,1.00)","(177.92,302.57,0.99)","(254.09,313.03,1.00)","(152.40,367.16,0.95)","(0.00,0.00,0.03)","(0.00,0.00,0.00)","(288.63,377.63,1.00)","(351.66,363.26,1.00)","(356.34,282.75,0.98)","(565.44,215.79,1.00)","(574.89,297.19,1.00)","(525.06,250.14,1.00)","(609.54,238.11,1.00)","(489.19,306.31,1.00)","(428.28,320.07,0.99)","(438.00,252.64,0.94)","(636.48,305.44,1.00)","(697.25,327.05,1.00)","(683.40,232.76,1.00)","(892.64,313.52,1.00)","(877.84,367.81,1.00)","(857.43,315.19,1.00)","(923.39,334.40,1.00)","(824.92,377.53,1.00)","(798.24,300.32,1.00)","(844.08,287.72,0.90)","(955.17,385.66,0.99)","(992.05,345.54,1.00)","(982.52,273.33,1.00)","(1224.08,311.59,1.00)","(1218.82,365.88,1.00)","(1184.21,332.27,1.00)","(1247.79,323.17,1.00)","(1149.20,362.79,1.00)","(1106.47,335.54,1.00)","(1151.50,299.05,0.90)","(1255.71,349.94,0.99)","(1253.21,312.67,0.98)","(1242.15,257.73,1.00)"
32,"(213.09,283.07,1.00)","(208.83,355.24,1.00)","(177.65,302.23,0.99)","(254.30,312.86,1.00)","(152.32,367.33,0.95)","(0.00,0.00,0.03)","(0.00,0.00,0.00)","(289.04,377.58,1.00)","(351.91,363.09,1.00)","(356.43,282.60,0.98)","(565.22,215.86,1.00)","(574.99,297.14,1.00)","(524.86,250.24,1.00)","(609.44,237.82,1.00)","(489.28,306.33,1.00)","(428.39,320.02,0.99)","(437.97,252.59,0.94)","(636.60,305.61,1.00)","(697.16,327.15,1.00)","(683.37,232.79,1.00)","(892.61,313.75,1.00)","(877.62,367.74,1.00)","(857.64,315.30,1.00)","(923.27,334.52,1.00)","(824.81,376.90,1.00)","(798.32,300.00,1.00)","(844.27,287.79,0.88)","(955.11,385.16,0.99)","(992.00,345.55,1.00)","(982.46,273.64,1.00)","(1224.23,311.50,1.00)","(1218.82,365.93,1.00)","(1184.28,332.25,1.00)","(1247.94,323.19,1.00)","(1149.21,362.64,1.00)","(1106.49,335.52,1.00)","(1151.62,299.08,0.90)","(1255.75,349.94,0.99)","(1253.22,312.81,0.98)","(1242.28,257.80,1.00)"
33,"(213.19,283.04,1.00)","(208.78,355.20,1.00)","(177.88,302.37,0.99)","(254.26,313.18,1.00)","(152.45,367.01,0.95)","(0.00,0.00,0.04)","(0.00,0.00,0.00)","(288.90,377.64,1.00)","(351.70,363.13,1.00)","(356.44,282.76,0.98)","(564.83,216.07,1.00)","(575.11,297.01,1.00)","(524.38,250.11,1.00)","(609.23,237.73,1.00)","(489.41,306.42,1.00)","(427.55,320.30,0.99)","(440.88,254.00,0.88)","(637.15,305.87,1.00)","(697.69,327.35,1.00)","(682.58,232.09,1.00)","(892.61,313.42,1.00)","(877.27,367.73,1.00)","(857.52,314.73,1.00)","(923.30,334.68,1.00)","(824.55,377.33,1.00)","(798.32,300.28,1.00)","(844.15,287.49,0.89)","(955.06,385.84,0.99)","(992.00,345.35,1.00)","(982.50,273.36,1.00)","(1223.88,312.10,1.00)","(1218.61,365.66,1.00)","(1183.79,332.21,1.00)","(1247.41,322.95,1.00)","(1148.60,363.19,1.00)","(1106.27,334.80,1.00)","(1152.12,299.27,0.92)","(1255.77,350.16,0.99)","(1253.07,312.57,0.98)","(1242.18,257.77,1.00)"
34,"(213.52,278.19,1.00)","(207.67,353.66,1.00)","(177.70,299.24,0.99)","(253.85,312.38,1.00)","(151.98,366.36,0.96)","(0.00,0.00,0.04)","(0.00,0.00,0.00)","(289.07,377.69,1.00)","(353.18,364.07,1.00)","(356.22,281.37,0.98)","(564.81,216.17,1.00)","(574.31,296.82,1.00)","(524.31,249.53,1.00)","(609.14,238.17,1.00)","(488.89,306.27,1.00)","(427.23,321.06,0.99)","(439.38,253.53,0.90)","(636.72,305.95,1.00)","(698.01,327.17,1.00)","(682.18,231.47,1.00)","(893.63,315.02,1.00)","(878.62,368.86,1.00)","(857.88,316.56,1.00)","(924.39,335.08,1.00)","(825.24,378.41,1.00)","(797.69,301.25,1.00)","(844.04,288.47,0.89)","(956.36,385.50,0.99)","(992.40,345.12,1.00)","(982.01,273.69,1.00)","(1224.04,313.10,1.00)","(1218.95,365.52,1.00)","(1183.75,332.35,1.00)","(1247.33,323.14,1.00)","(1147.80,363.57,1.00)","(1105.42,334.46,1.00)","(1152.34,299.38,0.93)","(1255.86,350.47,0.99)","(1252.89,312.63,0.98)","(1242.23,257.67,1.00)"
35,"(213.34,278.11,1.00)","(207.61,353.55,1.00)","(177.51,298.72,0.99)","(254.02,311.88,1.00)","(151.94,366.28,0.96)","(0.00,0.00,0.04)","(0.00,0.00,0.00)","(288.99,377.38,1.00)","(353.04,363.87,1.00)","(356.53,281.58,0.98)","(564.74,215.82,1.00)","(574.64,297.07,1.00)","(524.33,249.50,1.00)","(609.10,238.33,1.00)","(490.13,306.07,1.00)","(427.82,320.70,0.99)","(440.58,253.56,0.90)","(636.73,305.61,1.00)","(697.78,326.97,1.00)","(681.85,231.34,1.00)","(893.64,314.95,1.00)","(879.59,368.96,1.00)","(857.53,317.05,1.00)","(924.48,334.70,1.00)","(825.91,378.79,1.00)","(797.70,301.85,1.00)","(843.63,288.93,0.93)","(956.28,385.50,0.99)","(992.28,345.29,1.00)","(982.16,273.54,1.00)","(1223.92,312.62,1.00)","(1218.78,365.57,1.00)","(1183.82,332.22,1.00)","(1247.29,323.07,1.00)","(1148.52,363.14,1.00)","(1105.59,334.44,1.00)","(1152.02,298.97,0.93)","(1255.76,350.14,0.99)","(1252.97,312.52,0.98)","(1241.95,257.68,1.00)"
36,"(213.43,277.79,1.00)","(207.67,353.63,1.00)","(177.50,298.70,0.99)","(254.09,312.11,1.00)","(151.96,366.52,0.96)","(0.00,0.00,0.04)","(0.00,0.00,0.00)","(289.47,377.26,1.00)","(353.50,364.03,1.00)","(356.69,281.20,0.98)","(564.85,216.06,1.00)","(574.69,297.09,1.00)","(524.64,249.66,1.00)","(609.16,238.55,1.00)","(490.15,306.08,1.00)","(427.95,320.76,0.99)","(440.68,253.70,0.89)","(636.58,305.73,1.00)","(697.76,327.21,1.00)","(681.92,231.50,1.00)","(893.62,314.79,1.00)","(879.26,368.93,1.00)","(857.56,316.84,1.00)","(924.50,334.54,1.00)","(825.44,378.24,1.00)","(797.66,301.42,1.00)","(843.88,288.90,0.91)","(956.28,385.28,0.99)","(992.38,345.43,1.00)","(982.13,273.79,1.00)","(1224.14,312.71,1.00)","(1218.83,365.61,1.00)","(1183.91,332.16,1.00)","(1247.53,323.33,1.00)","(1148.52,363.01,1.00)","(1105.47,334.39,1.00)","(1151.99,298.95,0.92)","(1255.74,350.21,0.99)","(1252.94,312.70,0.98)","(1242.11,257.78,1.00)"
37,"(214.58,276.36,1.00)","(208.44,352.56,1.00)","(178.09,297.48,0.99)","(255.21,309.98,1.00)","(152.23,365.77,0.96)","(0.00,0.00,0.04)","(0.00,0.00,0.00)","(290.03,376.58,1.00)","(353.73,363.37,1.00)","(356.49,280.71,0.98)","(564.86,215.84,1.00)","(574.39,296.91,1.00)","(524.98,250.57,1.00)","(608.92,238.39,1.00)","(489.08,306.33,1.00)","(428.27,320.37,0.99)","(439.93,253.41,0.90)","(635.73,305.12,1.00)","(697.47,326.86,1.00)","(681.85,231.26,1.00)","(895.10,314.20,1.00)","(878.60,368.21,1.00)","(859.74,315.81,1.00)","(925.11,335.21,1.00)","(825.67,377.25,1.00)","(798.24,301.00,1.00)","(845.14,288.20,0.86)","(956.36,386.06,0.99)","(992.13,345.00,1.00)","(982.85,273.31,1.00)","(1223.93,312.53,1.00)","(1218.65,365.63,1.00)","(1183.88,332.13,1.00)","(1247.27,323.14,1.00)","(1148.72,362.96,1.00)","(1105.77,334.46,1.00)","(1152.03,298.84,0.92)","(1255.66,350.26,0.99)","(1252.97,312.61,0.98)","(1241.99,257.72,1.00)"
38,"(214.67,276.39,1.00)","(208.53,352.56,1.00)","(178.20,297.60,0.99)","(255.20,310.15,1.00)","(152.22,365.74,0.96)","(0.00,0.00,0.04)","(0.00,0.00,0.00)","(290.11,376.73,1.00)","(354.11,363.53,1.00)","(356.47,280.69,0.98)","(564.87,215.98,1.00)","(574.35,296.68,1.00)","(524.75,250.36,1.00)","(608.99,237.86,1.00)","(488.28,306.47,1.00)","(427.62,320.63,0.99)","(439.15,253.38,0.90)","(636.11,305.40,1.00)","(697.84,326.99,1.00)","(681.97,231.05,1.00)","(895.13,314.49,1.00)","(879.08,368.30,1.00)","(859.66,316.10,1.00)","(925.32,334.97,1.00)","(825.73,377.88,1.00)","(798.15,300.92,1.00)","(844.80,288.40,0.87)","(956.94,385.85,0.99)","(992.29,344.88,1.00)","(982.80,273.31,1.00)","(1224.09,313.10,1.00)","(1218.85,365.69,1.00)","(1183.77,332.30,1.00)","(1247.35,323.38,1.00)","(1147.99,363.43,1.00)","(1105.54,334.60,1.00)","(1152.33,299.20,0.93)","(1255.78,350.53,0.99)","(1252.91,312.74,0.98)","(1242.25,257.73,1.00)"
39,"(214.59,276.47,1.00)","(208.56,352.63,1.00)","(178.16,297.74,0.99)","(255.20,310.02,1.00)","(152.25,365.81,0.96)","(0.00,0.00,0.04)","(0.00,0.00,0.00)","(290.06,376.64,1.00)","(353.81,363.39,1.00)","(356.43,280.77,0.98)","(564.87,215.92,1.00)","(574.40,296.76,1.00)","(524.93,250.61,1.00)","(608.90,238.07,1.00)","(488.64,306.44,1.00)","(428.13,320.35,0.99)","(439.70,253.17,0.90)","(635.79,305.21,1.00)","(697.59,326.87,1.00)","(681.79,231.21,1.00)","(895.14,314.24,1.00)","(878.63,368.12,1.00)","(859.79,315.81,1.00)","(925.17,335.17,1.00)","(825.69,377.34,1.00)","(798.18,301.02,1.00)","(845.07,288.20,0.86)","(956.47,386.04,0.99)","(992.28,344.92,1.00)","(982.72,273.23,1.00)","(1223.87,312.71,1.00)","(1218.75,365.67,1.00)","(1183.83,332.25,1.00)","(1247.21,323.13,1.00)","(1148.56,363.25,1.00)","(1105.68,334.55,1.00)","(1152.11,298.93,0.93)","(1255.75,350.18,0.99)","(1252.91,312.41,0.98)","(1241.93,257.63,1.00)"
40,"(215.29,276.00,1.00)","(210.59,353.08,1.00)","(178.20,297.28,0.99)","(256.87,307.17,1.00)","(151.60,367.98,0.95)","(0.00,0.00,0.05)","(0.00,0.00,0.00)","(293.83,376.63,1.00)","(353.22,362.19,1.00)","(353.84,279.56,0.99)","(565.12,216.12,1.00)","(574.88,297.09,1.00)","(524.88,251.04,1.00)","(609.18,237.75,1.00)","(487.96,306.61,1.00)","(428.20,319.78,0.99)","(438.57,252.19,0.91)","(635.92,305.99,1.00)","(697.49,327.17,1.00)","(681.70,231.44,1.00)","(896.51,311.54,1.00)","(881.58,366.08,1.00)","(860.59,314.27,1.00)","(926.92,331.03,1.00)","(826.53,374.78,1.00)","(799.10,299.67,1.00)","(846.11,287.51,0.76)","(957.60,383.49,0.99)","(992.22,343.52,1.00)","(982.99,273.07,1.00)","(1224.05,312.57,1.00)","(1218.43,365.65,1.00)","(1183.83,332.02,1.00)","(1247.29,323.14,1.00)","(1148.21,363.44,1.00)","(1105.39,334.90,1.00)","(1152.24,299.13,0.93)","(1255.60,350.43,0.99)","(1252.93,312.81,0.98)","(1242.21,257.81,1.00)"
41,"(215.05,275.95,1.00)","(210.82,353.03,1.00)","(178.09,297.33,0.99)","(256.84,306.75,1.00)","(151.41,367.89,0.95)","(0.00,0.00,0.05)","(0.00,0.00,0.00)","(293.69,376.52,1.00)","(353.08,362.57,1.00)","(353.64,279.62,0.99)","(565.34,216.08,1.00)","(574.53,297.05,1.00)","(525.02,250.84,1.00)","(609.25,238.05,1.00)","(487.68,306.78,1.00)","(428.23,319.78,0.99)","(438.15,251.87,0.93)","(635.66,305.88,1.00)","(697.46,326.94,1.00)","(681.65,231.35,1.00)","(896.62,311.50,1.00)","(881.20,365.87,1.00)","(860.61,313.80,1.00)","(926.95,331.26,1.00)","(826.29,374.46,1.00)","(798.99,299.64,1.00)","(846.12,287.83,0.79)","(957.49,383.47,0.99)","(992.32,343.61,1.00)","(983.27,273.03,1.00)","(1223.94,312.35,1.00)","(1218.35,365.73,1.00)","(1183.83,332.02,1.00)","(1247.24,323.06,1.00)","(1148.42,363.44,1.00)","(1105.65,335.00,1.00)","(1152.14,299.09,0.92)","(1255.59,350.46,0.99)","(1252.89,312.79,0.98)","(1242.00,257.76,1.00)"
42,"(212.57,278.32,1.00)","(211.06,355.26,1.00)","(177.22,297.95,0.99)","(253.79,307.99,1.00)","(152.02,369.80,0.93)","(0.00,0.00,0.09)","(0.00,0.00,0.00)","(294.20,375.80,1.00)","(353.54,364.61,0.99)","(354.02,280.58,0.99)","(565.30,216.07,1.00)","(574.67,297.08,1.00)","(524.96,251.07,1.00)","(609.35,237.84,1.00)","(487.24,306.63,1.00)","(427.69,320.04,0.99)","(437.35,251.81,0.93)","(635.83,306.01,1.00)","(697.66,327.16,1.00)","(681.94,231.35,1.00)","(896.54,311.56,1.00)","(881.88,365.99,1.00)","(860.58,314.32,1.00)","(927.04,330.79,1.00)","(826.88,375.16,1.00)","(799.18,299.80,1.00)","(846.28,287.77,0.76)","(957.95,383.47,0.99)","(992.43,343.61,1.00)","(983.06,272.94,1.00)","(1224.01,312.66,1.00)","(1218.55,365.74,1.00)","(1183.79,332.16,1.00)","(1247.27,323.17,1.00)","(1148.17,363.59,1.00)","(1105.55,335.30,1.00)","(1152.36,299.48,0.93)","(1255.64,350.43,0.99)","(1252.91,312.81,0.98)","(1242.17,257.90,1.00)"
